title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
한미양행 식물성 <b>멜라토닌</b> 멜라치오 90정 코스트코,https://smartstore.naver.com/main/products/11126322729,https://shopping-phinf.pstatic.net/main_8867083/88670833051.jpg,18370,,티에스shop,88670833051,2,한미양행,한미양행,식품,건강식품,영양제,멜라토닌
벨나잇 식물성 <b>멜라토닌</b> 함유 테아닌 트립토판 적포도 추출물 3박스 800mg x90정,https://smartstore.naver.com/main/products/11941581927,https://shopping-phinf.pstatic.net/main_8948609/89486092615.1.jpg,59800,,웰스앤헬스,89486092615,2,,,식품,건강식품,영양제,멜라토닌
"건강머금 식물성 <b>멜라토닌</b> 함유 타트체리 멜라트립 정 600mg x 60정, 1개",https://search.shopping.naver.com/catalog/58569152093,https://shopping-phinf.pstatic.net/main_5856915/58569152093.20260119114132.jpg,24900,,네이버,58569152093,1,건강머금,,식품,건강식품,영양제,멜라토닌
"광동헬스바이오 휴럼 리얼슬립 800mg x 30정, 1개",https://search.shopping.naver.com/catalog/56591865003,https://shopping-phinf.pstatic.net/main_5659186/56591865003.20250904173159.jpg,23200,,네이버,56591865003,1,휴럼,광동헬스바이오,식품,건강식품,영양제,멜라토닌
"뉴트리코어 식물성 <b>멜라토닌</b> 함유 멜라바인 900mg x 150정, 1개",https://search.shopping.naver.com/catalog/56262317940,https://shopping-phinf.pstatic.net/main_5626231/56262317940.20250814145158.jpg,101590,,네이버,56262317940,1,뉴트리코어,,식품,건강식품,영양제,멜라토닌
"[6개월분] 락티브 식물성 <b>멜라토닌</b> 2mg 함유 멜라드림 60정, 3개",https://smartstore.naver.com/main/products/11146379810,https://shopping-phinf.pstatic.net/main_8869089/88690890132.7.jpg,49000,,락티브,88690890132,3,락티브,한국씨엔에스팜,식품,건강식품,영양제,멜라토닌
허니무드 식물성 <b>멜라토닌</b> 2mg 함유 60정,https://smartstore.naver.com/main/products/9475709546,https://shopping-phinf.pstatic.net/main_8702020/87020209869.12.jpg,10900,,모매핏,87020209869,3,,,식품,건강식품,영양제,멜라토닌
"[3개월] 바디닥터스 강하늘 식물성 <b>멜라토닌</b> 함유 멜라바인 5mg 30정, 3개",https://smartstore.naver.com/main/products/11424347287,https://shopping-phinf.pstatic.net/main_8896885/88968857652.2.jpg,43200,,바디닥터스 공식스토어,88968857652,3,바디닥터스,코지맘바이오,식품,건강식품,영양제,멜라토닌
식물성 <b>멜라토닌</b> 1일 2mg 함유 120정 대용량 미국산 멜라굿밤 HACCP 수면 영양,https://smartstore.naver.com/main/products/13040730582,https://shopping-phinf.pstatic.net/main_9058524/90585241674.1.jpg,9900,,멜로우네이쳐,90585241674,3,멜로우네이쳐,제이에스바이오,식품,건강식품,영양제,멜라토닌
"랩온랩 멜라가바닌 식물성 <b>멜라토닌</b> 5mg 테아닌 가바 트립토판 함유 30정, 1개",https://smartstore.naver.com/main/products/10980942016,https://shopping-phinf.pstatic.net/main_8852544/88525448069.9.jpg,16400,,랩온랩,88525448069,3,랩온랩,,식품,건강식품,영양제,멜라토닌
"락티브 식물성 <b>멜라토닌</b> 5mg 함유 멜라드림 플러스 L-트립토판 30정, 1개",https://smartstore.naver.com/main/products/11994602816,https://shopping-phinf.pstatic.net/main_8953911/89539113504.jpg,24000,,락티브,89539113504,3,락티브,한국씨엔에스팜,식품,건강식품,영양제,멜라토닌
"[2개월분] 뉴트리케이 식물성 <b>멜라토닌</b> 2mg 60정, 1개",https://smartstore.naver.com/main/products/10628773836,https://shopping-phinf.pstatic.net/main_8817327/88173279646.5.jpg,20100,,뉴트리케이,88173279646,3,뉴트리케이,,식품,건강식품,영양제,멜라토닌
